Mouse gene name	Gene name
Rnf180	RNF180
	GGT8P
	MTFR2P1
	LINC01867
Gm5065	LGALSL
Lgalsl	LGALSL
	
	MTRNR2L13
	
Rrs1	RRS1
	RPL7AP26
Stx4a	STX4
	LACTB2-AS1
Pde5a	PDE5A
	SMILR
	
Cdkn2aipnl	CDKN2AIPNL
Chrna2	CHRNA2
Gzma	GZMA
	MRE11P1
Otol1	OTOL1
	RGPD2
	TM4SF18
	MTND6P3
	
Zcchc10	ZCCHC10
	TAS2R6P
	
	
	
Sf3b5	SF3B5
	
	
	PAXBP1P1
	
	PRKAR2B-AS1
	
	
	
Dynlt1b	DYNLT1
Dynlt1c	DYNLT1
Dynlt1a	DYNLT1
Dynlt1f	DYNLT1
Cadps2	CADPS2
	
	
	LINC01323
	
	
	MFFP2
Meikin	MEIKIN
Eps8l1	EPS8L1
Mrpl3	MRPL3
	
	
Bhmt	BHMT
Gm5096	BHMT
Tmem214	TMEM214
Oprm1	OPRM1
	
	RPL12P48
	PRXL2AP2
Cxcr5	CXCR5
Stk3	STK3
	
Glb1l2	GLB1L2
Ythdc2	YTHDC2
	
	RPL9P28
	LINC01982
	TRMT112P3
	PRELID3BP3
	PSMD7P1
	RNFT1-DT
	BPTFP1
	
	
	
	
Ngfr	NGFR
Ptprf	PTPRF
	
	
	
	TSPAN18-AS1
	
	
Zfp668	ZNF668
	LINC02702
	
	LINC00900
	
Fam104a	FAM104A
	LINC02618
	
	MYLKP1
	
Atp6v0d2	ATP6V0D2
	NUDT16L2P
	
	HNRNPA3P13
B3gat1	B3GAT1
	LINC02263
	
Kcnn2	KCNN2
	OR7E129P
	SYPL1P1
	
Synpr	SYNPR
Zfp646	ZNF646
Csf2ra	CSF2RA
Taf2	TAF2
Prss53	PRSS53
	PF4
	
Pdha2	PDHA2
	
Igbp1	IGBP1P2
	
	DHX40P1
Mad2l1	MAD2L1
Gm21974	
Vkorc1	
	
	
Trappc2	TRAPPC2B
Lmo2	LMO2
	RPL32P33
	
	
	ZNF578
	
Gm21974	VKORC1
Vkorc1	VKORC1
	
Tob1	TOB1
	KLK10
	
	
	
	
Ube2d2a	UBE2D2
	
	LINC00903
	
Cd82	CD82
	EIF3KP3
	
Tanc2	TANC2
	
	GXYLT1P7
	
	RPS7P7
	
	LINC00635
Bckdk	BCKDK
Qrfprl	QRFPR
Qrfpr	QRFPR
Kcnip3	KCNIP3
	KIR3DX1
	
	ZNNT1
	
Adrb3	ADRB3
Pcdhb16	PCDHB13
	
	HMGB1P19
Slc25a32	
	
	
	
Leap2	LEAP2
	NACAP10
	
	CASC19
Ppp3ca	PPP3CA
	AIG1P1
	
Clasrp	CLASRP
	
	FTH1P9
	LINC02122
	ALDH7A1P1
Lrrtm2	LRRTM2
Fem1c	FEM1C
	LINC02071
	PAFAH1B1P1
	EGFLAM-AS3
Pde8b	
	RPS6P3
Cd300ld4	CD300LF
Cd300ld5	CD300LF
Cd300ld2	CD300LF
Cd300ld	CD300LF
Cd300lf	CD300LF
Cd300ld3	CD300LF
	
Wdr70	WDR70
Plek	PLEK
Crcp	CRCP
Jak2	JAK2
Utp23	UTP23
	MIR670HG
	PNPP1
Rmnd5a	RMND5A
Hsd17b12	HSD17B12
	DYNLL1P4
	LINC02404
	
	FAM83A-AS1
	
Polr3b	POLR3B
	LINC01103
	LINC01886
	
	
	
	
	
	
Cped1	CPED1
Kcnq3	KCNQ3
	EPCAM-DT
	HMGB1P29
	
	
	LINC02200
	PSAT1P2
	RPL23AP32
	TEKT4
Lvrn	LVRN
	
	
	CEP170P1
Tspan3	TSPAN3
	
	
	RPL23AP63
	LINC01813
Treh	TREH
Kat8	KAT8
	LINC02262
Slc9a2	SLC9A2
	SEPTIN14P4
	
	
Cpsf4l	CPSF4L
	
	LINC02516
Susd1	SUSD1
	LINC01091
	
	
Zfy2	
Zfy1	
	
C5ar1	C5AR1
Hsf5	HSF5
	
	
Slc1a5	SLC1A5
Dhcr24	DHCR24
	
	RPL31
	
	PPIAP86
	LINC00824
Btbd17	BTBD17
Cog1	COG1
	SOD1P3
	TRAPPC2P2
	
	PGAM1P13
	LINC01603
	
	RPL26P20
	SSR1P1
	
	
	
	
	CYP51A1P3
Luc7l2	LUC7L2
	
	
	SNRPEP6
	
Adhfe1	
	LINC01624
	
	
	DUTP8
	
	
	
	
	
	LINC02502
Larp6	LARP6
Tox	TOX
	SAR1AP3
	
Lamtor3	LAMTOR3
	
	
Prss8	PRSS8
Dazap2	DAZAP2
	
Lama4	LAMA4
Ccdc34	CCDC34
Asap1	ASAP1
	
Unc45a	UNC45A
Gabra4	GABRA4
	ANGPTL5
Prss36	PRSS36
	HELZ-AS1
Rgs9	RGS9
Zw10	ZW10
Ppp1r12c	PPP1R12C
	TRBV27
	
Trbv26	TRBV23-1
Trbv23	TRBV23-1
Fhl4	FHL1
Prss58	PRSS58
Fkbp1b	FKBP1B
	
	
	
	RPL3P6
	DUX4L51
	
	
	
Paip1	PAIP1
	LINC02439
	
Tmc1	TMC1
	RPL7P43
	
	
	SLC4A8-AS1
	
	
Pmch	PMCH
	UBA6-AS1
Exoc4	EXOC4
	
	
	
	LINC02795
Csrp2	CSRP2
	PHKA1P1
	CDCA4P2
Tmem131	TMEM131
	COL24A1
Slc7a11	SLC7A11
	
	RPS29P19
	
	LINC02703
	
	LINC02736
	NDUFA3P6
	
	
	
	PDE2A-AS1
	
Pycard	PYCARD
Cep126	CEP126
Vasp	VASP
	
	
	
	
	PYCARD-AS1
	LINC01259
Trim72	TRIM72
	SEPTIN7P14
Pde7b	PDE1B
	
	
Zp2	ZP2
	GAPDHP39
	
	LINC02010
	
Aadac	AADAC
AI593442	C11orf87
Tmem252	TMEM252
	
	
	
	
Ebag9	EBAG9
Garnl3	GARNL3
Ms4a2	MS4A2
AI597479	C2orf49
	MTCYBP44
	NDUFB4P12
	ODAD1
	
Tmem150c	TMEM150C
	NDUFB9P2
	PTMAP10
Asz1	ASZ1
	NONOP2
	SNRPGP7
	
B3galnt1	B3GALNT1
Rora	RORA
	WBP1P2
	
	
	RPL38P2
Upk2	UPK2
	ANAPC1P1
	
	
Pdgfra	PDGFRA
	
	
	
Ms4a18	MS4A18
	
Snx24	SNX24
Ms4a15	MS4A15
Zfp296	ZNF296
Anks4b	ANKS4B
	
	CRYM-AS1
Rnf149	RNF149
	
	LAIR1
	
	SNX29P1
	
	NPIPB3
	
	GAU1
	LINC02089
Fbxw8	FBXW8
	
	
	
Kif19a	KIF19
Rheb	RHEB
Bhlhe22	BHLHE22
	
Mal2	MAL2
	
Bsnd	BSND
	MIR483
	MIR4686
	Y_RNA
	MIR6744
	RNU6-878P
	
	MIR4299
	MIR8070
	RN7SKP151
	RNA5SP332
	RNA5SP331
	Y_RNA
	
	MIR302E
	RNU7-49P
	RNU6-593P
Metazoa_SRP	RN7SL188P
	MIR6073
Nagpa	NAGPA
	MIR3159
	RNA5SP336
	RNA5SP337
	RNA5SP335
	NDUFB9P3
	MIR4486
	
	MIR4694
U6	RNU6-783P
	Y_RNA
	KCNB2
	MIR8087
	RNA5SP339
	MIR610
	RN7SKP90
	Y_RNA
	
	RNA5SP338
	BTF3P12
	Y_RNA
	SNORD14A
	
Snord14a	SNORD14B
Gpx7	GPX7
	
	RN7SL240P
	
Fam91a1	FAM91A1
	
	
	
	
	MIR8054
Rfesd	RFESD
Gm25203	U3
U3	U3
U3	U3
Gm22865	U3
Gm24826	U3
U3	U3
Snord3b-ps1	U3
Gm25419	U3
U3	U3
U3	U3
	Y_RNA
	
U6	RNU6-99P
	Y_RNA
	MIR3973
7SK	RN7SKP287
	Y_RNA
	SLC30A6P1
Gm22699	RNU6-365P
Gm26022	RNU6-365P
U6	RNU6-365P
U6	RNU6-365P
	Y_RNA
	RN7SKP158
	LINC01851
	MIR8068
	MIR670
Mir129b	MIR129-2
	MIR3160-1
	MIR3160-2
	MIR6745
	MIR5582
Snord67	
	
Snord67	SNORD67
	MIR3161
	MIR3162
	RN7SKP192
Gm22984	RNU2-23P
	MIR4489
	MIR6751
	GLULP5
	
	
	
Slc44a3	SLC44A3
	
	
	
	MIR612
	MIR4690
	RNU6-46P
Socs2	SOCS2
	MIR7113
	MIR4691
Gcfc2	GCFC2
	RN7SL309P
Gm22578	RNU6-1175P
	RNU7-23P
	MIR6860
	MIR3163
7SK	RN7SKP297
	MIR4696
	MIR6753
Gm24851	RNU6-216P
	MIR548K
	RNA5SP344
	RNU6-544P
Gm24400	RNU6-311P
	Y_RNA
Mir708	MIR708
U6	RNU6-672P
U6	RNU6-672P
	RNU7-59P
	MIR5579
	MIR4300
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Gm27956	Metazoa_SRP
Gm24576	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm22642	Metazoa_SRP
Gm25574	Metazoa_SRP
Gm24809	Metazoa_SRP
Gm25072	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
	RNU6-1135P
	Y_RNA
	MIR4692
U6	RNU6-16P
Y_RNA	Y_RNA
Mir139	MIR139
Myo1g	MYO1G
	RNU7-105P
	RN7SL223P
Pgrmc2	PGRMC2
U6	U6
Lix1	LIX1
	RN7SL239P
	RNU6-560P
	MIR548L
	RNA5SP347
Gm23650	
	MIR3920
	RN7SL222P
	Y_RNA
Gm24357	SNORD6
Gm24339	
Scarna9	
	SNORA25
7SK	RN7SKP53
	SNORA32
	SNORA1
Gm25791	SNORA8
Gm24299	SNORD5
Gm24455	SNORA18
	MIR1304
	SNORA40
Gm23623	RNU6-952P
	RNA5SP535
	
	Y_RNA
	ARHGAP26-IT1
	RN7SKP115
	
	MIR4693
	Metazoa_SRP
	
	MIR4490
	SNORD39
Cacng4	CACNG4
	RNA5SP350
	
	
	MIR1261
	
	RNA5SP349
	RN7SKP273
	
	RNU4-55P
	POLR3KP2
	RNU2-60P
	RNU6-1107P
	RNU6-44P
Gm22212	RNU6-277P
	
	SNCA-AS1
	
	
Mir34b	MIR34B
Mir34c	MIR34C
	RNU7-187P
	Y_RNA
	
	MIR4491
	MIR4492
	
U6	RNU6-376P
Snf8	SNF8
	RN7SL688P
	RNU6-592P
	LINC02377
Havcr2	HAVCR2
	Y_RNA
Snord118	U8
Gm24208	U8
	
	
	Y_RNA
	
	
	RNU6-1157P
	
U6	RNU6-256P
Ckap4	CKAP4
	MIR4493
	
	
Gm25995	RNU4-23P
Fbxw5	FBXW5
U6	RNU6-321P
	MIR8052
	OPRPN
	RN7SL167P
Gm23422	RNU6-1156P
	RNA5SP352
	RNU2-35P
Mir125b-1	MIR125B1
	MIRLET7A2
Mir100	MIR100
	RNU4ATAC10P
	RNU4ATAC5P
	MIR6716
	MIR4697
	U6
	RN7SL778P
Galnt4	GALNT4
SNORD14	SNORD14E
SNORD14	SNORD14D
SNORD14	SNORD14C
	RN7SKP121
	RPL35AP28
	MIR6090
	MIR4301
Gm25039	RNU6-1123P
	LINC00485
	RN7SKP279
Mir326	MIR326
	TMCC1P1
	
	
	
	
	LINC02349
	
	WDFY3-AS1
	RPS3
	TMEM248P1
	
Eea1	EEA1
Rassf6	RASSF6
Srp14	SRP14
C8g	C8G
	
	
	C1GALT1P3
	
	
	ASS1P10
Sla	SLA
	
	
	
	
Slco4c1	SLCO4C1
Eef2kmt	EEF2KMT
Lcn12	LCN12
	
	
	
Dpp8	DPP8
	
	NPY6R
	LINC01837
	
	
St8sia4	ST8SIA4
	LINC02692
	
Apoh	APOH
Ptgds	PTGDS
	
	
Akr1d1	AKR1D1
	
Vdac1	VDAC1
	
	
Rasgrp4	RASGRP4
	
	LINC01497
	HEATR6-DT
Ptgds	
	
	
	LCNL1
Sdk2	SDK2
	
	
	
	
	
Ric8b	RIC8B
Paxx	PAXX
	
	PGBD4P4
	
	
	
	
	TPI1P4
Atp6v1c2	ATP6V1C2
	ENPP7P14
	
	KRT18P54
	LINC02164
	
	
Pcdhb22	PCDHB15
Cep135	CEP135
	RPS3AP48
	SNRPCP20
	NPM1P3
	LINC01570
	
Tmed7	TMED7
Ing3	ING3
	MIR8065
	
	
	
	
	
Taf11	TAF11L6
	
Clic3	CLIC3
	
Il13	IL13
	
	RNU7-99P
	RNU6-457P
U6	RNU6-328P
	
	
	
	
Iqsec2	IQSEC2
	
Mt4	MT4
	ACTG1P21
	LINC01362
Mt1	MT2A
	NSRP1P1
Abca2	ABCA2
	
Pkn2	PKN2
	PTPRK-AS1
	LDHAL6FP
	
	
	MT1L
Minar2	MINAR2
	RPS14P8
	
Mt1	MT1E
	
Pcdhb2	PCDHB2
Fabp2	FABP2
	
	RPS28P1
	Y_RNA
	MIR548H1
	
	
	
	LINC00523
	
	RPS12P10
	
	H2AZ1-DT
Cdc42ep4	CDC42EP4
	RAET1M
Mt1	MT1M
	
	LINC01798
Gm10767	RAMACL
Ramac	RAMACL
	
	
	
	
Zc3h12d	ZC3H12D
	
	
	RPL7L1P4
Emcn	EMCN
Dlk1	DLK1
	ERAP2
	MRPS21P9
	MT1JP
	
	
	
	LINC01483
	
	
	CAPZBP1
	
	HNRNPA3P10
	RPL21P36
	
Mt1	MT1A
	
	
	
Soga3	
	
Snord15a	SNORD15A
Snord15b	SNORD15B
	MT1DP
	
	LINC01808
	
	
	CAPS2-AS1
	MT1CP
Gdpd5	GDPD5
	
	
	LINC01799
	
	
	CYCSP30
	
	
Mt1	MT1B
	HELLPAR
	
	
Dnai2	DNAI2
Cry1	CRY1
	WDR4P2
Dnah6	DNAH6
Mt1	MT1F
	UFL1-AS1
	SMKR1
Frk	FRK
	TRBVB
	
	
	DAB1-AS1
	TRBV5-3
	MT1IP
	ZP3P2
Slc26a4	SLC26A4
Mt1	MT1X
	
	
	RPS26P35
	
	
	PTCSC1
Prex2	PREX2
	
Vip	VIP
	
	MTCO1P21
	
	MEG3
	DPPA2P4
	
	NUP93-DT
	
	
	
	
Crym	CRYM
	GBP1P1
	
	LINC01364
	
E2f7	E2F7
	
	RPSAP65
	
	
Abcb7	ABCB7
	
	
	EEF1DP5
	
Tmed5	TMED5
	MTND3P20
Rars2	RARS2
	LINC00498
	
Slc10a4-ps	SLC10A4
	
	
	SLC7A11-AS1
	
Ostm1	OSTM1
Gpr142	GPR142
	
	
	
Xrcc2	XRCC2
	
	
	
Clca4b	CLCA4
Clca4a	CLCA4
Gabrg1	GABRG1
	
	
Gabrr2	GABRR2
Prkag2	PRKAG2
	
Abca8b	ABCA8
Igsf6	IGSF6
	
Pabpc4l	PABPC4L
	
	
	LINC02432
	
	HMGB1P13
	RNU6-1005P
	RPSAP40
	RNU6-196P
	COX6A1P3
	
	PANDAR
	
	SMG1P4
Dll1	DLL1
Slfnl1	SLFNL1
	LINC02480
Rilpl1	RILPL1
	
Laptm4a	LAPTM4A
Slc10a6	SLC10A6
	
Klhl32	KLHL32
	MIR4422HG
Gypa	GYPE
Abcd3	ABCD3
	RPL35AP16
	
	
	CSPG4P12
	
Snx2	SNX2
	
	
	
	
	
	
	
	
	
	
	BAALC-AS1
Uqcrc2	UQCRC2
	
	HSPE1P4
	LINC02418
	ASB9P1
	BIN2P1
Rad51ap2	RAD51AP2
	
	
	
	
Tmtc3	TMTC3
Intu	INTU
	
	
	HMGB1P51
Lratd2	LRATD2
	
	
	C9orf139
Arnt2	ARNT2
	ZYXP1
	
Fut7	FUT7
Colec10	COLEC10
	
	
Npdc1	NPDC1
	
	CDK5P1
	
Myc	MYC
	REV3L-IT1
	
	
	
	
	
	
	
	
	
	
	EEF1GP4
Mogat2	MOGAT2
Entpd2	ENTPD2
Nck1	NCK1
	
	CARS1P2
Mroh7	MROH7-TTC4
	
	
	
Mical1	MICAL1
	
Tbc1d31	TBC1D31
	CRYZP2
	
	
	
	
	
	
	RN7SL786P
	
	
	OR5BJ1P
	LINC01256
Dgat2	DGAT2
Piwil1	PIWIL1
	
	LINC02039
	
	
	
Sapcd2	SAPCD2
Nme5	NME5
Bche	BCHE
Ccdc88a	CCDC88A
	RPL17P19
	
	
Uap1l1	UAP1L1
Adh1	ADH1A
Zmynd12	ZMYND12
	
	
	MTND6P4
	
	
	AARS1P1
	SELENOTP2
	
	SNRPCP2
	OR5M14P
	
Alg14	ALG14
	NR2F1-AS1
	MAN1B1-DT
	
Aadacl2	AADACL2
Gm24920	SNORD62
	
	
Dpp7	DPP7
	
Zzz3	ZZZ3
D3Ertd751e	C4orf33
Eid1	EID1
	
Gm13547	GOLGA8R
Golga2	GOLGA8R
	
	IL12A-AS1
	
	RRN3P1
	
	
	UVRAG-DT
	TPRKBP2
	
	RNY1P10
	GAPDHP35
	
Sbk1	SBK1
	
	Y_RNA
	Y_RNA
	LINC02351
	
	
	PWAR5
	CRTC3-AS1
Serpinh1	SERPINH1
Cdan1	CDAN1
	
	
	ALDH7A1P3
	COX5BP3
	NPIPB6
	SLC26A4-AS1
	COX5BP1
	
	
	
	UMLILO
Grin1	GRIN1
	
	IQCJ-SCHIP1-AS1
	
	ETF1P2
	
	
	WEE2-AS1
	MIR6862-1
	CDC37P2
	
	
	
Rarres1	RARRES1
Alb	ALB
	
	
Yipf1	YIPF1
	MTCO3P38
	
Arhgef26	ARHGEF26
	NPIPB7
	
	
	
	LINC02394
	
	LINC02258
	CPNE8-AS1
	
Apobr	APOBR
	WDR86-AS1
Wscd2	WSCD2
Rnf43	
Cacng1	CACNG1
Il27	IL27
	TAS2R5
Slc9a3r1	SLC9A3R1
	CFTR-AS1
	TRBV6-1
	
	
	
Trbv3	TRBV2
	
	RPS3AP27
	HNRNPCP9
	
	KATNBL1P2
	
	
	
	
	
Sgf29	SGF29
Wnt16	WNT16
	NFYC-AS1
	
Ldlrad1	LDLRAD1
	RN7SL712P
	AKR1B1P8
	API5P1
Agtr2	AGTR2
Zdhhc9	ZDHHC9
	
	
	
	
	ATP5PBP3
	
Psmd12	PSMD12
Mex3b	MEX3B
	ZNF862
	
	AKR1B1P7
	
Gpr4	GPR4
	
	
Adamtsl3	ADAMTSL3
	SLC9A9-AS2
	NPM1P28
	BRD7P2
Cd37	CD37
	
	
	
	
Spsb4	SPSB4
	
	
	
	CDC37P1
	
	MIR6862-2
	
Ms4a7	MS4A7
Ptn	PTN
	
	RPS6P4
	
	
	
	
Tm4sf1	TM4SF1
	
	
	
Tufm	TUFM
Hcfc2	HCFC2
Trbv29	TRBV28
Map3k4	MAP3K4
	
Tmem229a	TMEM229A
Gjb4	GJB4
	
	
	
Srpk2	SRPK2
Tmem125	TMEM125
	TMEM183B
	
	KRT8P36
	
	
	PRNCR1
	
	WASHC5-AS1
	
	KMT5AP3
Zfpm2	ZFPM2
	
	
	
Dmrta2	DMRTA2
	
	
	
	
	LINC02046
	
	LINC00511
	SALL4P2
	MIR4721
Ms4a14	MS4A14
	
Utp14b	UTP14A
Utp14a	UTP14A
	ATP2A1-AS1
	
Snora43	
	
	
Hivep3	HIVEP3
	EGFEM1P
Rabep2	RABEP2
	
	LINC02440
	MRPS6P4
Slc5a8	SLC5A8
	
	
	MIR2392
	
	
	
	
	
	CLCA3P
	
Mir770	MIR770
	MIR493
Mir337	MIR337
Mir665	MIR665
Mir431	MIR431
Mir433	MIR433
Mir127	MIR127
	MIR432
	MIR136
Zhx1	ZHX1
	MEG8
	
	
	
Cfap54	CFAP54
	
Alg1	ALG1L2
	
	
Pcdhb18	PCDHB10
	BASP1-AS1
9130401M01Rik	ZHX1-C8orf76
Gm29394	ZHX1-C8orf76
	
	KLF7P1
	TMEM14EP
	HNRNPMP2
	
	GEMIN7-AS1
	
	
Stk32a	STK32A
	RPSAP74
	
	LINC02237
Izumo2	IZUMO2
	
	
Ms4a5	MS4A5
Sh3glb1	SH3GLB1
	TMEM212-AS1
	MAL2-AS1
Slc9a9	SLC9A9
Elf4	ELF4
	
	LINC01608
	
Hdc	HDC
	
Cd19	CD19
Slc7a10	SLC7A10
Oaf	OAF
	
	
Bcorl1	BCORL1
	
Pou2f3	POU2F3
	
	
	
	
	
	
	
	CASC8
	PSAT1P4
	
	
Pramel22	PRAMEF8
Pramel26	PRAMEF8
Gm12790	PRAMEF8
Gm6205	PRAMEF8
Gm3183	PRAMEF8
C130073F10Rik	PRAMEF8
Pramel14	PRAMEF8
AA792892	PRAMEF8
Pramel38	PRAMEF8
	PRAMEF8
Gm13040	PRAMEF8
Oog2	PRAMEF8
	PRAMEF8
Pramel49	PRAMEF8
Pramel30	PRAMEF8
Gm13057	PRAMEF8
	PRAMEF8
Pramel11	PRAMEF8
Pramel51	PRAMEF8
	PRAMEF8
Gm13043	PRAMEF8
Pramel50	PRAMEF8
	PRAMEF8
Pramel5	PRAMEF8
Gm2042	PRAMEF8
	PRAMEF8
Pramel19	PRAMEF8
Pramel31	PRAMEF8
	PRAMEF8
Oog4	PRAMEF8
Gm7982	PRAMEF8
Pramel47	PRAMEF8
	PRAMEF8
Pramel41	PRAMEF8
	PRAMEF8
Pramel24	PRAMEF8
Pramel25	PRAMEF8
	PRAMEF8
Pramel35	PRAMEF8
Gm6367	PRAMEF8
Pramel32	PRAMEF8
	PRAMEF8
Gm13102	PRAMEF8
Gm16513	PRAMEF8
	PRAMEF8
	PRAMEF8
Pramel37	PRAMEF8
Oog3	PRAMEF8
Pramel17	PRAMEF8
Pramel48	PRAMEF8
	PRAMEF8
Pramel44	PRAMEF8
Pramel39	PRAMEF8
Pramel28	PRAMEF8
	PRAMEF8
Pramel29	PRAMEF8
Pramel4	PRAMEF8
Pramel36	PRAMEF8
Pramel15	PRAMEF8
Pramel45	PRAMEF8
	PRAMEF8
Pramel13	PRAMEF8
Pramel7	PRAMEF8
	PRAMEF8
Pramel43	PRAMEF8
Pramel42	PRAMEF8
Pramel23	PRAMEF8
Gm16367	PRAMEF8
Gm3286	PRAMEF8
	PRAMEF8
Pramel34	PRAMEF8
Gm6351	PRAMEF8
E330014E10Rik	PRAMEF8
	PRAMEF8
Pramel27	PRAMEF8
Pramel6	PRAMEF8
Gm12789	PRAMEF8
	PRAMEF8
Pramel1	PRAMEF8
	PRAMEF8
Pramel40	PRAMEF8
Pramel18	PRAMEF8
Pramel20	PRAMEF8
	PRAMEF8
	PRAMEF8
Pramel33	PRAMEF8
Pramel46	PRAMEF8
Oog1	PRAMEF8
	PRAMEF8
Pramel21	PRAMEF8
Pramel12	PRAMEF8
	PRAMEF8
Pramel16	PRAMEF8
Siah2	SIAH2
	
	H3P25
	AK3P4
	
	
	
	
	
	VTRNA2-1
Ksr2	KSR2
	CCT6P2
	HMGN1P18
	TOMM22P6
	
	IMPDH1P6
	
	HSPD1P18
	
Sqle	SQLE
	
	
	PGBD4P1
	MTCO1P55
	
	
	
Nek11	NEK11
Rhobtb3	RHOBTB3
Emp3	EMP3
	
Tm2d1	TM2D1
Bpgm	BPGM
	
	Y_RNA
Irs4	IRS4
	
Ace2	ACE2
	
	
	
	
	SNORD112
	
Mir370	MIR370
	SNORD113-1
	SNORD113-2
Gm24564	SNORD113-3
	SNORD113-4
	SNORD113-5
AF357425	SNORD113-6
	SNORD113-6
	SNORD113-7
Agk	AGK
	SNORD113-8
SNORD113-9	SNORD113-9
	SNORD114-1
	SNORD114-2
	RPS20P31
	SNORD114-3
	SNORD114-4
	
	SNORD114-5
	
	SNORD114-6
	
	SNORD114-7
Nat9	NAT9
	SNORD114-9
Denr	DENR
	SNORD114-10
	
	SNORD114-11
	HMGN1P26
	SNORD114-12
	SNORD114-13
Gm23787	SNORD114-14
	
	
	SNORD114-15
	SNORD114-16
	
	SNORD114-17
	CSPG4P10
	SNORD114-18
	SNORD114-19
	
	
Borcs8	BORCS8
	
	SNORD114-20
	SNORD114-21
	SNORD114-22
Gm25854	SNORD114-23
Gm25224	SNORD114-24
Gm22205	SNORD114-24
	NPM1P5
	SNORD114-25
	SNORD114-26
	SNORD114-27
	SNORD114-28
	
	SNORD114-29
	LINC02064
	SNORD114-30
	
	
	SNORD114-31
	
Arrdc4	ARRDC4
	
	MIR379
	MIR411
Mir299a	MIR299
	MIR380
	MIR1197
Mir323	MIR323A
	MIR758
	MIR329-1
	MIR329-2
	TCEAL4
Mir494	MIR494
7SK	7SK
	MIR1193
	MIR543
	HMGB1P45
	MIR495
	
	MIR376C
	MIR376A2
	MIR654
	MIR376B
	MIR376A1
	MIR300
	MIR1185-1
Nfatc2ip	NFATC2IP
	MIR1185-2
Ppp1r14bl	PPP1R14B
Ppp1r14b	PPP1R14B
	MIR381HG
Mir381	MIR381
	MIR487B
	MIR539
	MIR889
	MIR544A
	MIR655
	MIR487A
	LINC01299
Mir382	MIR382
Mir134	MIR134
Mir668	MIR668
	MIR485
	MIR323B
Mir154	MIR154
Mir496a	MIR496
Mir377	MIR377
Mir541	MIR541
	
mmu-mir-409	MIR409
Mir412	MIR412
	MIR369
	
Mir410	MIR410
	MIR656
	MEG9
	
	
Sdc2	SDC2
	ENO1P2
	
	
	HOXC13
Scp2	SCP2
	LINC02883
	
	THRAP3P2
	
	LINC02057
	
	
	
	PPP1R14B-AS1
	
	MTND5P11
	LINC02444
	DDX43P1
	
	RPS27P23
	
Ivd	IVD
	
	MIP
	
	
	LINC02285
	
	MTND5P12
	
Kcnk4	KCNK4
	
	
	U3
	
	
	
Tceal6	TCEAL3
Tceal3	TCEAL3
Tceal5	TCEAL3
	
Atp6v0e	ATP6V0E1
	MIR4517
	
	
	
	LINC01297
	GRAMD4P3
	POTEG
Spns1	SPNS1
	
Rasal1	RASAL1
Gemin7	GEMIN7
Zscan22	ZSCAN22
Fam199x	FAM199X
Pold1	POLD1
	
	RNU6-1268P
	MED15P6
Ctnna1	CTNNA1
	
	KCNK4-TEX40
	
	
	
	
	Y_RNA
Esx1	ESX1
Catsperz	CATSPERZ
	
	
	
	
	
	
	
	ARHGAP42P4
	RPL34P17
	
	
	
	
	OR4N2
	LINC02466
Plcxd1	PLCXD1
Pkhd1l1	PKHD1L1
	OR11K2P
	OR4H12P
	OR4N1P
Prdx5	PRDX5
	OR4K6P
	OR4K3
	OR4K4P
	
	
	DHRS4-AS1
Ddit4l	DDIT4L
	
	
	
	
	DHRS4L1
	
	TBC1D3P1
Lrba	LRBA
Acsbg1	ACSBG1
	
Carmil3	CARMIL3
	LINC02092
	
Ccdc88b	CCDC88B
	
	LINC00469
	
	
	
	CACNA1G-AS1
Ctag2l1	CTAG1A
Ctag2l2	CTAG1A
Ctag2	CTAG1A
	LINC02074
Apln	APLN
Hoxb7	HOXB7
Bckdhb	BCKDHB
	
Xpnpep2	XPNPEP2
	ARL2BPP8
Grin2c	GRIN2C
	
	
	MIR3621
Tmem210	TMEM210
Insig1	INSIG1
Sash3	SASH3
Anapc2	ANAPC2
Nrl	NRL
	
	RPL23AP42
Hook1	HOOK1
	
	DYNLL1P5
	LINC01322
	
	
Pck2	PCK2
	
Plagl1	PLAGL1
	
	
	
	IMPDH1P3
	
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Gm27956	Metazoa_SRP
Gm24576	Metazoa_SRP
Gm25735	Metazoa_SRP
Gm22642	Metazoa_SRP
Gm25574	Metazoa_SRP
Gm24809	Metazoa_SRP
Gm25072	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Metazoa_SRP	Metazoa_SRP
Nmb	NMB
Araf	ARAF
Dus4l	DUS4L-BCAP29
Oc90	
	LINC02563
Gosr2	
Rbp1	RBP1
	FAF1-AS1
